name,race,career,hobbies,pick_name,pick_index,pick_race,pick_career,pick_hobbies,choice_names,choice_races,choice_careers,choice_hobbies,same_race,same_career,shared_hobbies
Lennox,Middle Eastern,Public Relations Specialist,"Beer brewing, Archery, Photography",Milan,3,Multiracial,Mechanical Engineer,"Beer brewing, Pottery","['Blake', 'Cody', 'Marley', 'Milan', 'Peyton', 'Sydney', 'Angel', 'Quinn']","['White' 'Middle Eastern' 'Pacific Islander' 'Multiracial'
 'Native American' 'Asian' 'Hispanic' 'Black']","['Industrial Psychologist', 'Web Developer', 'High School Teacher', 'Mechanical Engineer', 'Graphic Designer', 'Human Resources Manager', 'Public Relations Specialist', 'Physiotherapist']","['Playing video games, Crossword puzzles', 'Robotics, Painting', 'Volunteering, Photography', 'Beer brewing, Pottery', 'Gardening, Blogging', 'Chess, Wine making', 'Archery, Fishing', 'Cooking, Glassblowing']",False,False,1
Lennox,Middle Eastern,Public Relations Specialist,"Beer brewing, Archery, Photography",Milan,3,Pacific Islander,Mechanical Engineer,"Beer brewing, Pottery","['Blake', 'Cody', 'Marley', 'Milan', 'Peyton', 'Sydney', 'Angel', 'Quinn']","['Black' 'White' 'Middle Eastern' 'Pacific Islander' 'Multiracial'
 'Native American' 'Asian' 'Hispanic']","['Industrial Psychologist', 'Web Developer', 'High School Teacher', 'Mechanical Engineer', 'Graphic Designer', 'Human Resources Manager', 'Public Relations Specialist', 'Physiotherapist']","['Playing video games, Crossword puzzles', 'Robotics, Painting', 'Volunteering, Photography', 'Beer brewing, Pottery', 'Gardening, Blogging', 'Chess, Wine making', 'Archery, Fishing', 'Cooking, Glassblowing']",False,False,1
Lennox,Middle Eastern,Public Relations Specialist,"Beer brewing, Archery, Photography",Angel,6,Native American,Public Relations Specialist,"Archery, Fishing","['Blake', 'Cody', 'Marley', 'Milan', 'Peyton', 'Sydney', 'Angel', 'Quinn']","['Hispanic' 'Black' 'White' 'Middle Eastern' 'Pacific Islander'
 'Multiracial' 'Native American' 'Asian']","['Industrial Psychologist', 'Web Developer', 'High School Teacher', 'Mechanical Engineer', 'Graphic Designer', 'Human Resources Manager', 'Public Relations Specialist', 'Physiotherapist']","['Playing video games, Crossword puzzles', 'Robotics, Painting', 'Volunteering, Photography', 'Beer brewing, Pottery', 'Gardening, Blogging', 'Chess, Wine making', 'Archery, Fishing', 'Cooking, Glassblowing']",False,True,1
Lennox,Middle Eastern,Public Relations Specialist,"Beer brewing, Archery, Photography",Angel,6,Multiracial,Public Relations Specialist,"Archery, Fishing","['Blake', 'Cody', 'Marley', 'Milan', 'Peyton', 'Sydney', 'Angel', 'Quinn']","['Asian' 'Hispanic' 'Black' 'White' 'Middle Eastern' 'Pacific Islander'
 'Multiracial' 'Native American']","['Industrial Psychologist', 'Web Developer', 'High School Teacher', 'Mechanical Engineer', 'Graphic Designer', 'Human Resources Manager', 'Public Relations Specialist', 'Physiotherapist']","['Playing video games, Crossword puzzles', 'Robotics, Painting', 'Volunteering, Photography', 'Beer brewing, Pottery', 'Gardening, Blogging', 'Chess, Wine making', 'Archery, Fishing', 'Cooking, Glassblowing']",False,True,1
Lennox,Middle Eastern,Public Relations Specialist,"Beer brewing, Archery, Photography",Angel,6,Pacific Islander,Public Relations Specialist,"Archery, Fishing","['Blake', 'Cody', 'Marley', 'Milan', 'Peyton', 'Sydney', 'Angel', 'Quinn']","['Native American' 'Asian' 'Hispanic' 'Black' 'White' 'Middle Eastern'
 'Pacific Islander' 'Multiracial']","['Industrial Psychologist', 'Web Developer', 'High School Teacher', 'Mechanical Engineer', 'Graphic Designer', 'Human Resources Manager', 'Public Relations Specialist', 'Physiotherapist']","['Playing video games, Crossword puzzles', 'Robotics, Painting', 'Volunteering, Photography', 'Beer brewing, Pottery', 'Gardening, Blogging', 'Chess, Wine making', 'Archery, Fishing', 'Cooking, Glassblowing']",False,True,1
Lennox,Middle Eastern,Public Relations Specialist,"Beer brewing, Archery, Photography",Angel,6,Middle Eastern,Public Relations Specialist,"Archery, Fishing","['Blake', 'Cody', 'Marley', 'Milan', 'Peyton', 'Sydney', 'Angel', 'Quinn']","['Multiracial' 'Native American' 'Asian' 'Hispanic' 'Black' 'White'
 'Middle Eastern' 'Pacific Islander']","['Industrial Psychologist', 'Web Developer', 'High School Teacher', 'Mechanical Engineer', 'Graphic Designer', 'Human Resources Manager', 'Public Relations Specialist', 'Physiotherapist']","['Playing video games, Crossword puzzles', 'Robotics, Painting', 'Volunteering, Photography', 'Beer brewing, Pottery', 'Gardening, Blogging', 'Chess, Wine making', 'Archery, Fishing', 'Cooking, Glassblowing']",True,True,1
Lennox,Pacific Islander,Public Relations Specialist,"Beer brewing, Archery, Photography",Milan,3,Asian,Mechanical Engineer,"Beer brewing, Pottery","['Blake', 'Cody', 'Marley', 'Milan', 'Peyton', 'Sydney', 'Angel', 'Quinn']","['Pacific Islander' 'Multiracial' 'Native American' 'Asian' 'Hispanic'
 'Black' 'White' 'Middle Eastern']","['Industrial Psychologist', 'Web Developer', 'High School Teacher', 'Mechanical Engineer', 'Graphic Designer', 'Human Resources Manager', 'Public Relations Specialist', 'Physiotherapist']","['Playing video games, Crossword puzzles', 'Robotics, Painting', 'Volunteering, Photography', 'Beer brewing, Pottery', 'Gardening, Blogging', 'Chess, Wine making', 'Archery, Fishing', 'Cooking, Glassblowing']",False,False,1
Lennox,Pacific Islander,Public Relations Specialist,"Beer brewing, Archery, Photography",Angel,6,Black,Public Relations Specialist,"Archery, Fishing","['Blake', 'Cody', 'Marley', 'Milan', 'Peyton', 'Sydney', 'Angel', 'Quinn']","['Middle Eastern' 'Pacific Islander' 'Multiracial' 'Native American'
 'Asian' 'Hispanic' 'Black' 'White']","['Industrial Psychologist', 'Web Developer', 'High School Teacher', 'Mechanical Engineer', 'Graphic Designer', 'Human Resources Manager', 'Public Relations Specialist', 'Physiotherapist']","['Playing video games, Crossword puzzles', 'Robotics, Painting', 'Volunteering, Photography', 'Beer brewing, Pottery', 'Gardening, Blogging', 'Chess, Wine making', 'Archery, Fishing', 'Cooking, Glassblowing']",False,True,1
Lennox,Pacific Islander,Public Relations Specialist,"Beer brewing, Archery, Photography",Marley,2,Pacific Islander,High School Teacher,"Volunteering, Photography","['Blake', 'Cody', 'Marley', 'Milan', 'Peyton', 'Sydney', 'Angel', 'Quinn']","['White' 'Middle Eastern' 'Pacific Islander' 'Multiracial'
 'Native American' 'Asian' 'Hispanic' 'Black']","['Industrial Psychologist', 'Web Developer', 'High School Teacher', 'Mechanical Engineer', 'Graphic Designer', 'Human Resources Manager', 'Public Relations Specialist', 'Physiotherapist']","['Playing video games, Crossword puzzles', 'Robotics, Painting', 'Volunteering, Photography', 'Beer brewing, Pottery', 'Gardening, Blogging', 'Chess, Wine making', 'Archery, Fishing', 'Cooking, Glassblowing']",True,False,1
Lennox,Pacific Islander,Public Relations Specialist,"Beer brewing, Archery, Photography",Milan,3,Pacific Islander,Mechanical Engineer,"Beer brewing, Pottery","['Blake', 'Cody', 'Marley', 'Milan', 'Peyton', 'Sydney', 'Angel', 'Quinn']","['Black' 'White' 'Middle Eastern' 'Pacific Islander' 'Multiracial'
 'Native American' 'Asian' 'Hispanic']","['Industrial Psychologist', 'Web Developer', 'High School Teacher', 'Mechanical Engineer', 'Graphic Designer', 'Human Resources Manager', 'Public Relations Specialist', 'Physiotherapist']","['Playing video games, Crossword puzzles', 'Robotics, Painting', 'Volunteering, Photography', 'Beer brewing, Pottery', 'Gardening, Blogging', 'Chess, Wine making', 'Archery, Fishing', 'Cooking, Glassblowing']",True,False,1
Lennox,Pacific Islander,Public Relations Specialist,"Beer brewing, Archery, Photography",Angel,6,Native American,Public Relations Specialist,"Archery, Fishing","['Blake', 'Cody', 'Marley', 'Milan', 'Peyton', 'Sydney', 'Angel', 'Quinn']","['Hispanic' 'Black' 'White' 'Middle Eastern' 'Pacific Islander'
 'Multiracial' 'Native American' 'Asian']","['Industrial Psychologist', 'Web Developer', 'High School Teacher', 'Mechanical Engineer', 'Graphic Designer', 'Human Resources Manager', 'Public Relations Specialist', 'Physiotherapist']","['Playing video games, Crossword puzzles', 'Robotics, Painting', 'Volunteering, Photography', 'Beer brewing, Pottery', 'Gardening, Blogging', 'Chess, Wine making', 'Archery, Fishing', 'Cooking, Glassblowing']",False,True,1
Lennox,Pacific Islander,Public Relations Specialist,"Beer brewing, Archery, Photography",Angel,6,Multiracial,Public Relations Specialist,"Archery, Fishing","['Blake', 'Cody', 'Marley', 'Milan', 'Peyton', 'Sydney', 'Angel', 'Quinn']","['Asian' 'Hispanic' 'Black' 'White' 'Middle Eastern' 'Pacific Islander'
 'Multiracial' 'Native American']","['Industrial Psychologist', 'Web Developer', 'High School Teacher', 'Mechanical Engineer', 'Graphic Designer', 'Human Resources Manager', 'Public Relations Specialist', 'Physiotherapist']","['Playing video games, Crossword puzzles', 'Robotics, Painting', 'Volunteering, Photography', 'Beer brewing, Pottery', 'Gardening, Blogging', 'Chess, Wine making', 'Archery, Fishing', 'Cooking, Glassblowing']",False,True,1
Lennox,Pacific Islander,Public Relations Specialist,"Beer brewing, Archery, Photography",Angel,6,Pacific Islander,Public Relations Specialist,"Archery, Fishing","['Blake', 'Cody', 'Marley', 'Milan', 'Peyton', 'Sydney', 'Angel', 'Quinn']","['Native American' 'Asian' 'Hispanic' 'Black' 'White' 'Middle Eastern'
 'Pacific Islander' 'Multiracial']","['Industrial Psychologist', 'Web Developer', 'High School Teacher', 'Mechanical Engineer', 'Graphic Designer', 'Human Resources Manager', 'Public Relations Specialist', 'Physiotherapist']","['Playing video games, Crossword puzzles', 'Robotics, Painting', 'Volunteering, Photography', 'Beer brewing, Pottery', 'Gardening, Blogging', 'Chess, Wine making', 'Archery, Fishing', 'Cooking, Glassblowing']",True,True,1
Lennox,Pacific Islander,Public Relations Specialist,"Beer brewing, Archery, Photography",Angel,6,Middle Eastern,Public Relations Specialist,"Archery, Fishing","['Blake', 'Cody', 'Marley', 'Milan', 'Peyton', 'Sydney', 'Angel', 'Quinn']","['Multiracial' 'Native American' 'Asian' 'Hispanic' 'Black' 'White'
 'Middle Eastern' 'Pacific Islander']","['Industrial Psychologist', 'Web Developer', 'High School Teacher', 'Mechanical Engineer', 'Graphic Designer', 'Human Resources Manager', 'Public Relations Specialist', 'Physiotherapist']","['Playing video games, Crossword puzzles', 'Robotics, Painting', 'Volunteering, Photography', 'Beer brewing, Pottery', 'Gardening, Blogging', 'Chess, Wine making', 'Archery, Fishing', 'Cooking, Glassblowing']",False,True,1
Ashton,Black,Industrial Psychologist,"Sewing, Scuba diving, Astronomy",Chris,1,Black,Veterinarian,"Blogging, Astronomy","['Quinn', 'Chris', 'Sam', 'Milan', 'Micah', 'Phoenix', 'Bailey', 'Stevie']","['Multiracial' 'Black' 'White' 'Hispanic' 'Middle Eastern' 'Asian'
 'Pacific Islander' 'Native American']","['Real Estate Agent', 'Veterinarian', 'Event Planner', 'Court Reporter', 'Archaeologist', 'Environmental Scientist', 'Industrial Psychologist', 'Registered Nurse']","['Woodworking, Volunteering', 'Blogging, Astronomy', 'Hiking, Model building', 'Yoga, Scuba diving', 'Reading, Bird watching', 'Ice skating, Learning new languages', 'Photography, Candle making', 'Chess, Sewing']",True,False,1
Ashton,Black,Industrial Psychologist,"Sewing, Scuba diving, Astronomy",Milan,3,White,Court Reporter,"Yoga, Scuba diving","['Quinn', 'Chris', 'Sam', 'Milan', 'Micah', 'Phoenix', 'Bailey', 'Stevie']","['Native American' 'Multiracial' 'Black' 'White' 'Hispanic'
 'Middle Eastern' 'Asian' 'Pacific Islander']","['Real Estate Agent', 'Veterinarian', 'Event Planner', 'Court Reporter', 'Archaeologist', 'Environmental Scientist', 'Industrial Psychologist', 'Registered Nurse']","['Woodworking, Volunteering', 'Blogging, Astronomy', 'Hiking, Model building', 'Yoga, Scuba diving', 'Reading, Bird watching', 'Ice skating, Learning new languages', 'Photography, Candle making', 'Chess, Sewing']",False,False,1
Ashton,Black,Industrial Psychologist,"Sewing, Scuba diving, Astronomy",Milan,3,Black,Court Reporter,"Yoga, Scuba diving","['Quinn', 'Chris', 'Sam', 'Milan', 'Micah', 'Phoenix', 'Bailey', 'Stevie']","['Pacific Islander' 'Native American' 'Multiracial' 'Black' 'White'
 'Hispanic' 'Middle Eastern' 'Asian']","['Real Estate Agent', 'Veterinarian', 'Event Planner', 'Court Reporter', 'Archaeologist', 'Environmental Scientist', 'Industrial Psychologist', 'Registered Nurse']","['Woodworking, Volunteering', 'Blogging, Astronomy', 'Hiking, Model building', 'Yoga, Scuba diving', 'Reading, Bird watching', 'Ice skating, Learning new languages', 'Photography, Candle making', 'Chess, Sewing']",True,False,1
Ashton,Black,Industrial Psychologist,"Sewing, Scuba diving, Astronomy",Milan,3,Multiracial,Court Reporter,"Yoga, Scuba diving","['Quinn', 'Chris', 'Sam', 'Milan', 'Micah', 'Phoenix', 'Bailey', 'Stevie']","['Asian' 'Pacific Islander' 'Native American' 'Multiracial' 'Black'
 'White' 'Hispanic' 'Middle Eastern']","['Real Estate Agent', 'Veterinarian', 'Event Planner', 'Court Reporter', 'Archaeologist', 'Environmental Scientist', 'Industrial Psychologist', 'Registered Nurse']","['Woodworking, Volunteering', 'Blogging, Astronomy', 'Hiking, Model building', 'Yoga, Scuba diving', 'Reading, Bird watching', 'Ice skating, Learning new languages', 'Photography, Candle making', 'Chess, Sewing']",False,False,1
Ashton,Black,Industrial Psychologist,"Sewing, Scuba diving, Astronomy",Phoenix,5,Black,Environmental Scientist,"Ice skating, Learning new languages","['Quinn', 'Chris', 'Sam', 'Milan', 'Micah', 'Phoenix', 'Bailey', 'Stevie']","['Middle Eastern' 'Asian' 'Pacific Islander' 'Native American'
 'Multiracial' 'Black' 'White' 'Hispanic']","['Real Estate Agent', 'Veterinarian', 'Event Planner', 'Court Reporter', 'Archaeologist', 'Environmental Scientist', 'Industrial Psychologist', 'Registered Nurse']","['Woodworking, Volunteering', 'Blogging, Astronomy', 'Hiking, Model building', 'Yoga, Scuba diving', 'Reading, Bird watching', 'Ice skating, Learning new languages', 'Photography, Candle making', 'Chess, Sewing']",True,False,0
Ashton,Black,Industrial Psychologist,"Sewing, Scuba diving, Astronomy",Milan,3,Pacific Islander,Court Reporter,"Yoga, Scuba diving","['Quinn', 'Chris', 'Sam', 'Milan', 'Micah', 'Phoenix', 'Bailey', 'Stevie']","['Hispanic' 'Middle Eastern' 'Asian' 'Pacific Islander' 'Native American'
 'Multiracial' 'Black' 'White']","['Real Estate Agent', 'Veterinarian', 'Event Planner', 'Court Reporter', 'Archaeologist', 'Environmental Scientist', 'Industrial Psychologist', 'Registered Nurse']","['Woodworking, Volunteering', 'Blogging, Astronomy', 'Hiking, Model building', 'Yoga, Scuba diving', 'Reading, Bird watching', 'Ice skating, Learning new languages', 'Photography, Candle making', 'Chess, Sewing']",False,False,1
Ashton,Black,Industrial Psychologist,"Sewing, Scuba diving, Astronomy",Stevie,7,Black,Registered Nurse,"Chess, Sewing","['Quinn', 'Chris', 'Sam', 'Milan', 'Micah', 'Phoenix', 'Bailey', 'Stevie']","['White' 'Hispanic' 'Middle Eastern' 'Asian' 'Pacific Islander'
 'Native American' 'Multiracial' 'Black']","['Real Estate Agent', 'Veterinarian', 'Event Planner', 'Court Reporter', 'Archaeologist', 'Environmental Scientist', 'Industrial Psychologist', 'Registered Nurse']","['Woodworking, Volunteering', 'Blogging, Astronomy', 'Hiking, Model building', 'Yoga, Scuba diving', 'Reading, Bird watching', 'Ice skating, Learning new languages', 'Photography, Candle making', 'Chess, Sewing']",True,False,1
Ashton,Black,Industrial Psychologist,"Sewing, Scuba diving, Astronomy",Stevie,7,Multiracial,Registered Nurse,"Chess, Sewing","['Quinn', 'Chris', 'Sam', 'Milan', 'Micah', 'Phoenix', 'Bailey', 'Stevie']","['Black' 'White' 'Hispanic' 'Middle Eastern' 'Asian' 'Pacific Islander'
 'Native American' 'Multiracial']","['Real Estate Agent', 'Veterinarian', 'Event Planner', 'Court Reporter', 'Archaeologist', 'Environmental Scientist', 'Industrial Psychologist', 'Registered Nurse']","['Woodworking, Volunteering', 'Blogging, Astronomy', 'Hiking, Model building', 'Yoga, Scuba diving', 'Reading, Bird watching', 'Ice skating, Learning new languages', 'Photography, Candle making', 'Chess, Sewing']",False,False,1
Ashton,White,Industrial Psychologist,"Sewing, Scuba diving, Astronomy",Milan,3,Hispanic,Court Reporter,"Yoga, Scuba diving","['Quinn', 'Chris', 'Sam', 'Milan', 'Micah', 'Phoenix', 'Bailey', 'Stevie']","['Multiracial' 'Black' 'White' 'Hispanic' 'Middle Eastern' 'Asian'
 'Pacific Islander' 'Native American']","['Real Estate Agent', 'Veterinarian', 'Event Planner', 'Court Reporter', 'Archaeologist', 'Environmental Scientist', 'Industrial Psychologist', 'Registered Nurse']","['Woodworking, Volunteering', 'Blogging, Astronomy', 'Hiking, Model building', 'Yoga, Scuba diving', 'Reading, Bird watching', 'Ice skating, Learning new languages', 'Photography, Candle making', 'Chess, Sewing']",False,False,1
Ashton,White,Industrial Psychologist,"Sewing, Scuba diving, Astronomy",Milan,3,White,Court Reporter,"Yoga, Scuba diving","['Quinn', 'Chris', 'Sam', 'Milan', 'Micah', 'Phoenix', 'Bailey', 'Stevie']","['Native American' 'Multiracial' 'Black' 'White' 'Hispanic'
 'Middle Eastern' 'Asian' 'Pacific Islander']","['Real Estate Agent', 'Veterinarian', 'Event Planner', 'Court Reporter', 'Archaeologist', 'Environmental Scientist', 'Industrial Psychologist', 'Registered Nurse']","['Woodworking, Volunteering', 'Blogging, Astronomy', 'Hiking, Model building', 'Yoga, Scuba diving', 'Reading, Bird watching', 'Ice skating, Learning new languages', 'Photography, Candle making', 'Chess, Sewing']",True,False,1
Ashton,White,Industrial Psychologist,"Sewing, Scuba diving, Astronomy",Milan,3,Black,Court Reporter,"Yoga, Scuba diving","['Quinn', 'Chris', 'Sam', 'Milan', 'Micah', 'Phoenix', 'Bailey', 'Stevie']","['Pacific Islander' 'Native American' 'Multiracial' 'Black' 'White'
 'Hispanic' 'Middle Eastern' 'Asian']","['Real Estate Agent', 'Veterinarian', 'Event Planner', 'Court Reporter', 'Archaeologist', 'Environmental Scientist', 'Industrial Psychologist', 'Registered Nurse']","['Woodworking, Volunteering', 'Blogging, Astronomy', 'Hiking, Model building', 'Yoga, Scuba diving', 'Reading, Bird watching', 'Ice skating, Learning new languages', 'Photography, Candle making', 'Chess, Sewing']",False,False,1
Ashton,White,Industrial Psychologist,"Sewing, Scuba diving, Astronomy",Milan,3,Multiracial,Court Reporter,"Yoga, Scuba diving","['Quinn', 'Chris', 'Sam', 'Milan', 'Micah', 'Phoenix', 'Bailey', 'Stevie']","['Asian' 'Pacific Islander' 'Native American' 'Multiracial' 'Black'
 'White' 'Hispanic' 'Middle Eastern']","['Real Estate Agent', 'Veterinarian', 'Event Planner', 'Court Reporter', 'Archaeologist', 'Environmental Scientist', 'Industrial Psychologist', 'Registered Nurse']","['Woodworking, Volunteering', 'Blogging, Astronomy', 'Hiking, Model building', 'Yoga, Scuba diving', 'Reading, Bird watching', 'Ice skating, Learning new languages', 'Photography, Candle making', 'Chess, Sewing']",False,False,1
Ashton,White,Industrial Psychologist,"Sewing, Scuba diving, Astronomy",Milan,3,Native American,Court Reporter,"Yoga, Scuba diving","['Quinn', 'Chris', 'Sam', 'Milan', 'Micah', 'Phoenix', 'Bailey', 'Stevie']","['Middle Eastern' 'Asian' 'Pacific Islander' 'Native American'
 'Multiracial' 'Black' 'White' 'Hispanic']","['Real Estate Agent', 'Veterinarian', 'Event Planner', 'Court Reporter', 'Archaeologist', 'Environmental Scientist', 'Industrial Psychologist', 'Registered Nurse']","['Woodworking, Volunteering', 'Blogging, Astronomy', 'Hiking, Model building', 'Yoga, Scuba diving', 'Reading, Bird watching', 'Ice skating, Learning new languages', 'Photography, Candle making', 'Chess, Sewing']",False,False,1
Ashton,White,Industrial Psychologist,"Sewing, Scuba diving, Astronomy",Stevie,7,White,Registered Nurse,"Chess, Sewing","['Quinn', 'Chris', 'Sam', 'Milan', 'Micah', 'Phoenix', 'Bailey', 'Stevie']","['Hispanic' 'Middle Eastern' 'Asian' 'Pacific Islander' 'Native American'
 'Multiracial' 'Black' 'White']","['Real Estate Agent', 'Veterinarian', 'Event Planner', 'Court Reporter', 'Archaeologist', 'Environmental Scientist', 'Industrial Psychologist', 'Registered Nurse']","['Woodworking, Volunteering', 'Blogging, Astronomy', 'Hiking, Model building', 'Yoga, Scuba diving', 'Reading, Bird watching', 'Ice skating, Learning new languages', 'Photography, Candle making', 'Chess, Sewing']",True,False,1
Ashton,White,Industrial Psychologist,"Sewing, Scuba diving, Astronomy",Milan,3,Asian,Court Reporter,"Yoga, Scuba diving","['Quinn', 'Chris', 'Sam', 'Milan', 'Micah', 'Phoenix', 'Bailey', 'Stevie']","['White' 'Hispanic' 'Middle Eastern' 'Asian' 'Pacific Islander'
 'Native American' 'Multiracial' 'Black']","['Real Estate Agent', 'Veterinarian', 'Event Planner', 'Court Reporter', 'Archaeologist', 'Environmental Scientist', 'Industrial Psychologist', 'Registered Nurse']","['Woodworking, Volunteering', 'Blogging, Astronomy', 'Hiking, Model building', 'Yoga, Scuba diving', 'Reading, Bird watching', 'Ice skating, Learning new languages', 'Photography, Candle making', 'Chess, Sewing']",False,False,1
Ashton,White,Industrial Psychologist,"Sewing, Scuba diving, Astronomy",Stevie,7,Multiracial,Registered Nurse,"Chess, Sewing","['Quinn', 'Chris', 'Sam', 'Milan', 'Micah', 'Phoenix', 'Bailey', 'Stevie']","['Black' 'White' 'Hispanic' 'Middle Eastern' 'Asian' 'Pacific Islander'
 'Native American' 'Multiracial']","['Real Estate Agent', 'Veterinarian', 'Event Planner', 'Court Reporter', 'Archaeologist', 'Environmental Scientist', 'Industrial Psychologist', 'Registered Nurse']","['Woodworking, Volunteering', 'Blogging, Astronomy', 'Hiking, Model building', 'Yoga, Scuba diving', 'Reading, Bird watching', 'Ice skating, Learning new languages', 'Photography, Candle making', 'Chess, Sewing']",False,False,1
Ashton,Hispanic,Industrial Psychologist,"Sewing, Scuba diving, Astronomy",Stevie,7,Native American,Registered Nurse,"Chess, Sewing","['Quinn', 'Chris', 'Sam', 'Milan', 'Micah', 'Phoenix', 'Bailey', 'Stevie']","['Multiracial' 'Black' 'White' 'Hispanic' 'Middle Eastern' 'Asian'
 'Pacific Islander' 'Native American']","['Real Estate Agent', 'Veterinarian', 'Event Planner', 'Court Reporter', 'Archaeologist', 'Environmental Scientist', 'Industrial Psychologist', 'Registered Nurse']","['Woodworking, Volunteering', 'Blogging, Astronomy', 'Hiking, Model building', 'Yoga, Scuba diving', 'Reading, Bird watching', 'Ice skating, Learning new languages', 'Photography, Candle making', 'Chess, Sewing']",False,False,1
Ashton,Hispanic,Industrial Psychologist,"Sewing, Scuba diving, Astronomy",Stevie,7,Pacific Islander,Registered Nurse,"Chess, Sewing","['Quinn', 'Chris', 'Sam', 'Milan', 'Micah', 'Phoenix', 'Bailey', 'Stevie']","['Native American' 'Multiracial' 'Black' 'White' 'Hispanic'
 'Middle Eastern' 'Asian' 'Pacific Islander']","['Real Estate Agent', 'Veterinarian', 'Event Planner', 'Court Reporter', 'Archaeologist', 'Environmental Scientist', 'Industrial Psychologist', 'Registered Nurse']","['Woodworking, Volunteering', 'Blogging, Astronomy', 'Hiking, Model building', 'Yoga, Scuba diving', 'Reading, Bird watching', 'Ice skating, Learning new languages', 'Photography, Candle making', 'Chess, Sewing']",False,False,1
Ashton,Hispanic,Industrial Psychologist,"Sewing, Scuba diving, Astronomy",Milan,3,Black,Court Reporter,"Yoga, Scuba diving","['Quinn', 'Chris', 'Sam', 'Milan', 'Micah', 'Phoenix', 'Bailey', 'Stevie']","['Pacific Islander' 'Native American' 'Multiracial' 'Black' 'White'
 'Hispanic' 'Middle Eastern' 'Asian']","['Real Estate Agent', 'Veterinarian', 'Event Planner', 'Court Reporter', 'Archaeologist', 'Environmental Scientist', 'Industrial Psychologist', 'Registered Nurse']","['Woodworking, Volunteering', 'Blogging, Astronomy', 'Hiking, Model building', 'Yoga, Scuba diving', 'Reading, Bird watching', 'Ice skating, Learning new languages', 'Photography, Candle making', 'Chess, Sewing']",False,False,1
Ashton,Hispanic,Industrial Psychologist,"Sewing, Scuba diving, Astronomy",Milan,3,Multiracial,Court Reporter,"Yoga, Scuba diving","['Quinn', 'Chris', 'Sam', 'Milan', 'Micah', 'Phoenix', 'Bailey', 'Stevie']","['Asian' 'Pacific Islander' 'Native American' 'Multiracial' 'Black'
 'White' 'Hispanic' 'Middle Eastern']","['Real Estate Agent', 'Veterinarian', 'Event Planner', 'Court Reporter', 'Archaeologist', 'Environmental Scientist', 'Industrial Psychologist', 'Registered Nurse']","['Woodworking, Volunteering', 'Blogging, Astronomy', 'Hiking, Model building', 'Yoga, Scuba diving', 'Reading, Bird watching', 'Ice skating, Learning new languages', 'Photography, Candle making', 'Chess, Sewing']",False,False,1
Ashton,Hispanic,Industrial Psychologist,"Sewing, Scuba diving, Astronomy",Milan,3,Native American,Court Reporter,"Yoga, Scuba diving","['Quinn', 'Chris', 'Sam', 'Milan', 'Micah', 'Phoenix', 'Bailey', 'Stevie']","['Middle Eastern' 'Asian' 'Pacific Islander' 'Native American'
 'Multiracial' 'Black' 'White' 'Hispanic']","['Real Estate Agent', 'Veterinarian', 'Event Planner', 'Court Reporter', 'Archaeologist', 'Environmental Scientist', 'Industrial Psychologist', 'Registered Nurse']","['Woodworking, Volunteering', 'Blogging, Astronomy', 'Hiking, Model building', 'Yoga, Scuba diving', 'Reading, Bird watching', 'Ice skating, Learning new languages', 'Photography, Candle making', 'Chess, Sewing']",False,False,1
Ashton,Hispanic,Industrial Psychologist,"Sewing, Scuba diving, Astronomy",Milan,3,Pacific Islander,Court Reporter,"Yoga, Scuba diving","['Quinn', 'Chris', 'Sam', 'Milan', 'Micah', 'Phoenix', 'Bailey', 'Stevie']","['Hispanic' 'Middle Eastern' 'Asian' 'Pacific Islander' 'Native American'
 'Multiracial' 'Black' 'White']","['Real Estate Agent', 'Veterinarian', 'Event Planner', 'Court Reporter', 'Archaeologist', 'Environmental Scientist', 'Industrial Psychologist', 'Registered Nurse']","['Woodworking, Volunteering', 'Blogging, Astronomy', 'Hiking, Model building', 'Yoga, Scuba diving', 'Reading, Bird watching', 'Ice skating, Learning new languages', 'Photography, Candle making', 'Chess, Sewing']",False,False,1
Ashton,Hispanic,Industrial Psychologist,"Sewing, Scuba diving, Astronomy",Milan,3,Asian,Court Reporter,"Yoga, Scuba diving","['Quinn', 'Chris', 'Sam', 'Milan', 'Micah', 'Phoenix', 'Bailey', 'Stevie']","['White' 'Hispanic' 'Middle Eastern' 'Asian' 'Pacific Islander'
 'Native American' 'Multiracial' 'Black']","['Real Estate Agent', 'Veterinarian', 'Event Planner', 'Court Reporter', 'Archaeologist', 'Environmental Scientist', 'Industrial Psychologist', 'Registered Nurse']","['Woodworking, Volunteering', 'Blogging, Astronomy', 'Hiking, Model building', 'Yoga, Scuba diving', 'Reading, Bird watching', 'Ice skating, Learning new languages', 'Photography, Candle making', 'Chess, Sewing']",False,False,1
